0.8402 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
83.4287 	WARNING 	Requested an unavailable screen number - using first available.
84.3481 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000228F84F5DD8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000228F8416898>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
84.3487 	EXP 	window1: mouseVisible = True
84.3488 	EXP 	window1: recordFrameIntervals = False
84.5144 	EXP 	window1: recordFrameIntervals = True
84.6979 	EXP 	window1: recordFrameIntervals = False
84.8936 	EXP 	Created cue_hand = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_hand', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.8]), texRes=128.0, units='height', win=Window(...))
84.8991 	EXP 	Created cue_movement = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_movement', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
84.9177 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/target.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
85.0255 	EXP 	Imported conditions.xlsx as conditions, 400 conditions, 8 params
85.0267 	EXP 	Created sequence: fullRandom, trialTypes=400, nReps=1, seed=None
85.0270 	EXP 	New trial (rep=0, index=0): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'left'}
85.1648 	EXP 	cue_hand: pos = array([-0.5,  0. ])
85.1648 	EXP 	cue_hand: image = 'images/hand_left.png'
85.1648 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
85.1648 	EXP 	cue_movement: image = 'images/arrow_down.png'
85.1648 	EXP 	target: pos = array([-0.5 , -0.25])
85.4145 	EXP 	cue_hand: autoDraw = True
85.7144 	EXP 	cue_hand: autoDraw = False
86.0144 	EXP 	cue_movement: autoDraw = True
86.3145 	EXP 	cue_movement: autoDraw = False
86.6144 	EXP 	target: autoDraw = True
87.7353 	DATA 	Keypress: left
87.7526 	EXP 	New trial (rep=0, index=1): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
87.7979 	EXP 	cue_hand: autoDraw = False
87.7979 	EXP 	cue_movement: autoDraw = False
87.7979 	EXP 	target: autoDraw = False
87.7979 	EXP 	cue_hand: pos = array([0.5, 0. ])
87.7979 	EXP 	cue_hand: image = 'images/hand_right.png'
87.7979 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
87.7979 	EXP 	cue_movement: image = 'images/arrow_down.png'
87.7979 	EXP 	target: pos = array([ 0.5 , -0.25])
88.0812 	EXP 	cue_hand: autoDraw = True
88.3812 	EXP 	cue_hand: autoDraw = False
88.6815 	EXP 	cue_movement: autoDraw = True
88.9812 	EXP 	cue_movement: autoDraw = False
89.2812 	EXP 	target: autoDraw = True
89.6518 	EXP 	New trial (rep=0, index=2): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'hand', 'correct_key': 'left'}
89.6836 	DATA 	Keypress: down
89.6979 	EXP 	cue_hand: autoDraw = False
89.6979 	EXP 	cue_movement: autoDraw = False
89.6979 	EXP 	target: autoDraw = False
89.6979 	EXP 	cue_hand: pos = array([0.5, 0. ])
89.6979 	EXP 	cue_hand: image = 'images/hand_right.png'
89.6979 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
89.6979 	EXP 	cue_movement: image = 'images/arrow_down.png'
89.6979 	EXP 	target: pos = array([-0.5 , -0.25])
89.9812 	EXP 	cue_hand: autoDraw = True
90.2812 	EXP 	cue_hand: autoDraw = False
90.5813 	EXP 	cue_movement: autoDraw = True
90.8813 	EXP 	cue_movement: autoDraw = False
91.1813 	EXP 	target: autoDraw = True
91.8190 	EXP 	New trial (rep=0, index=3): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': 0.25, 'is_valid': 'movement', 'correct_key': 'right'}
