cue_file_hand,hand_x,cue_file_movement,movement_y,target_x,target_y,is_valid,correct_key,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,gender,age,primary_hand,first_cue,date,expName,psychopyVersion,frameRate,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,0,0,145,up,1,0.28727359999902546,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,1,1,390,left,1,0.28432339999926626,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,2,2,119,up,1,0.38175699999919743,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,3,3,170,down,1,0.24011270000119112,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,4,4,288,left,1,0.3007760000000417,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,0.25,movement,right,0,5,5,252,right,1,0.4275006999996549,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,6,6,187,down,1,0.29888250000294647,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,7,7,287,left,1,0.3094982999973581,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,0.25,none,up,0,8,8,375,up,1,0.31945700000142097,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,9,9,58,right,1,0.29563079999934416,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,10,10,334,right,1,0.32437489999938407,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,11,11,27,right,1,0.4109117000007245,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,12,12,363,down,1,0.27369479999833857,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,0.5,0.25,movement,up,0,13,13,305,up,1,0.38478849999955855,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,0.5,-0.25,none,down,0,14,14,384,down,1,0.401578500001051,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,15,15,199,down,1,0.24943459999849438,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,16,16,71,left,1,0.27952279999954044,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,17,17,116,up,1,0.2655771000027016,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,18,18,109,left,1,0.2658565000019735,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,19,19,205,down,1,0.1285889999999199,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,20,20,192,down,1,0.4180402000019967,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,21,21,335,left,1,0.24666079999951762,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,22,22,346,left,0,0.19938460000048508,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,23,23,91,left,1,0.2822599999999511,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,24,24,101,left,1,0.12173759999859612,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,25,25,158,up,1,0.26016449999951874,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,26,26,386,left,1,0.27155239999774494,7,1,m,21,r,h,2021_May_01_1648,bd-ai,2021.1.4,60.01014171432663,
