cue_file_hand,hand_x,cue_file_movement,movement_y,target_x,target_y,is_valid,correct_key,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,gender,age,primary_hand,first_cue,date,expName,psychopyVersion,frameRate,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,0,0,67,left,1,0.3728807999941637,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,1,1,190,down,1,0.3459465999985696,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,2,2,287,down,0,0.45661509999627015,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,3,3,231,down,0,0.41362970000045607,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,4,4,20,right,1,0.44184719999611843,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,0.25,none,up,0,5,5,375,up,1,0.3128413000013097,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,6,6,248,left,1,0.31991910000215285,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,7,7,9,down,0,0.3417704000021331,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,8,8,242,right,1,0.3733792000057292,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,9,9,299,left,0,0.4140132000029553,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,10,10,206,down,1,0.5473085999983596,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,11,11,386,down,0,0.5951796000008471,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,12,12,70,left,1,0.4168936999994912,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,13,13,135,up,1,0.3846278000055463,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,14,14,344,left,1,0.32580959999904735,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,15,15,155,up,1,0.3582505000013043,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,16,16,264,left,1,0.31831890000466956,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,17,17,201,down,1,0.39195610000024317,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,18,18,320,left,1,0.30788229999598116,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,19,19,196,down,1,0.35024239999620477,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,20,20,62,right,1,0.3342285999970045,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,21,21,310,up,0,0.4242807000046014,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,22,22,159,up,1,0.3568537999963155,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,23,23,72,left,1,0.3883440999998129,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,24,24,164,down,1,0.38617180000437656,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,25,25,117,up,1,0.3840909999998985,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,26,26,64,left,1,0.36706179999600863,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,27,27,84,left,1,0.479205900002853,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,28,28,338,right,1,0.34185879999859026,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,29,29,148,up,1,0.3350120999966748,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,30,30,173,down,1,0.42477329999383073,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,31,31,100,left,1,0.35834730000351556,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,32,32,267,left,0,0.4072885000059614,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,33,33,238,up,0,0.5275804999982938,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,34,34,26,right,1,0.38835780000226805,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,35,35,251,left,0,0.4232371999969473,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,36,36,13,down,0,0.3678977000017767,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,-0.25,hand,left,0,37,37,280,left,1,0.3491366999951424,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,-0.25,hand,down,0,38,38,253,down,1,0.3531938999949489,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,-0.25,hand,down,0,39,39,11,down,1,0.47647410000354284,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,40,40,334,up,0,0.6042891000033705,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,41,41,55,right,1,0.6132576999953017,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,42,42,362,right,1,0.45888060000288533,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,43,43,65,left,1,0.5669220999989193,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,44,44,314,right,1,0.5120204999984708,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,45,45,286,up,0,0.4174210999990464,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,46,46,259,left,0,0.38899359999777516,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,47,47,363,left,0,0.4022065000026487,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,48,48,127,up,1,0.3541611000036937,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,49,49,192,down,1,0.41925020000053337,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,50,50,162,down,1,0.35691339999902993,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,0.5,0.25,movement,up,0,51,51,249,right,0,0.4144263999987743,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,52,52,40,right,1,0.5514904000010574,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,-0.25,hand,down,0,53,53,277,down,1,0.36159430000407156,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,54,54,123,up,1,0.4278580000027432,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,55,55,307,left,0,0.406492200003413,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,56,56,109,left,1,0.3478130000003148,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,57,57,113,up,1,0.3298972999982652,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,-0.25,movement,down,0,58,58,283,left,0,0.4534141999974963,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,59,59,142,up,1,0.41522129999793833,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,60,60,188,down,1,0.44601829999737674,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,61,61,80,left,1,0.385671199997887,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,62,62,366,up,0,0.40263209999829996,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,63,63,107,left,1,0.3907295000026352,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,0.25,none,up,0,64,64,381,right,0,0.6569269999963581,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,65,65,45,right,1,0.37999760000093374,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,0.25,hand,right,0,66,66,258,right,1,0.5300636000029044,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,67,67,90,left,1,0.5181518999961554,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,68,68,94,left,1,0.5276771999997436,1,1,f,20,r,h,2021_Apr_18_1218,bd-ai,2021.1.4,59.99624423445061,
