cue_file_hand,hand_x,cue_file_movement,movement_y,target_x,target_y,is_valid,correct_key,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,gender,age,primary_hand,first_cue,date,expName,psychopyVersion,frameRate,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,0,0,223,left,1,0.4170832999952836,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,1,1,177,down,1,0.3963337000022875,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,0.5,-0.25,both,down,0,2,2,205,down,1,0.36133120000886265,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,3,3,82,left,1,0.3716853999940213,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,4,4,88,left,1,0.40827110000827815,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_up.png,0.25,0.5,0.25,both,up,0,5,5,124,up,1,0.3743226000078721,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,-0.25,hand,left,0,6,6,335,left,1,0.33463640000263695,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_left.png,-0.5,images/arrow_up.png,0.25,-0.5,0.25,both,right,0,7,7,55,right,1,0.3428415000089444,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,8,8,378,left,1,0.3610091000009561,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,0.5,0.25,none,up,0,9,9,393,up,1,0.35070189999532886,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_down.png,-0.25,-0.5,0.25,movement,right,0,10,10,254,right,1,0.3219385999982478,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_right.png,0.5,images/arrow_up.png,0.25,-0.5,-0.25,none,left,0,11,11,394,left,1,0.34633289999328554,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
images/hand_left.png,-0.5,images/arrow_down.png,-0.25,-0.5,-0.25,both,left,0,12,12,96,left,1,0.3362238999980036,5,3,m,30,r,h,2021_Apr_19_1154,bd-ai,2021.1.4,59.98785845578243,
